Grant Name,Sponsor,Link,Open Date,Deadline,Status
PHS 2024-2 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42] Clinical Trial Required),National Institutes of Health,https://www.grants.gov/search-results-detail/355260,07/03/2024,09/05/2025,posted
Small Business Translator: MedTech and Digital Health Technologies,National Institutes of Health,https://www.grants.gov/search-results-detail/359156,05/28/2025,,forecasted
Forecast to Publish a Notice of Funding Opportunity for Small Business Transition Grant For Early Career Scientists (R41/R42 Clinical Trial Not Allowed),National Institutes of Health,https://www.grants.gov/search-results-detail/359724,06/16/2025,,forecasted
NEI Small Business Innovation Research (SBIR) Cooperative Agreement for Early-Stage Clinical Trials with Greater than Minimal Risk (U44-Clinical Trial Required),National Institutes of Health,https://www.grants.gov/search-results-detail/351266,12/01/2023,01/07/2027,posted
NeuroNEXT Small Business Innovation in Clinical Trials (U44 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/357073,11/12/2024,09/05/2027,posted
NIST MEP Disaster Assessment Program,National Institute of Standards and Technology,https://www.grants.gov/search-results-detail/323740,01/17/2020,,posted
U.S. Embassy Cotonou PDS Request for Statements of Interest,U.S. Mission to Benin,https://www.grants.gov/search-results-detail/358808,05/02/2025,,forecasted
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI),Air Force Office of Scientific Research,https://www.grants.gov/search-results-detail/358533,03/05/2025,09/05/2025,posted
Embassy Belgrade PAS - University Partnership,U.S. Mission to Serbia,https://www.grants.gov/search-results-detail/327658,06/12/2020,,forecasted
U.S. Mission T&uuml;rkiye Public Diplomacy Grants Program,Bureau of European and Eurasian Affairs,https://www.grants.gov/search-results-detail/358883,05/12/2025,,forecasted
FY 2026 International Visitor Leadership Program&rsquo;s National Program Agencies,Bureau Of Educational and Cultural Affairs,https://www.grants.gov/search-results-detail/359957,07/09/2025,09/08/2025,posted
Request for Information &ndash; University Partnership Models,Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/356837,10/24/2024,,forecasted
FY 2026 International Visitor Leadership Program Collaborative Services,Bureau Of Educational and Cultural Affairs,https://www.grants.gov/search-results-detail/359958,07/09/2025,09/08/2025,posted
Request For Information - Slip-On Tankers,Interior Business Center,https://www.grants.gov/search-results-detail/350138,09/07/2023,,forecasted
Advancing Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (R41/R42 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/341325,06/21/2022,09/05/2025,posted
Mission Spain Public Diplomacy 2022 Annual Program Statement,U.S. Mission to Spain,https://www.grants.gov/search-results-detail/336244,11/02/2021,,posted
Innovation Corps Teams (I-CorpsTM* Teams)  Program,U.S. National Science Foundation,https://www.grants.gov/search-results-detail/330934,01/15/2021,,posted
Advancing Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (R43/R44 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/341289,06/21/2022,09/05/2025,posted
U.S. Embassy Luanda Public Diplomacy Section Request for a Full Proposal Application,U.S. Mission to Angola,https://www.grants.gov/search-results-detail/358783,04/30/2025,,forecasted
STARBASE Cherry Point,NAVAIR,https://www.grants.gov/search-results-detail/358672,04/16/2025,,forecasted
Using Archived Data and Specimen Collections to Advance Maternal and Pediatric HIV/AIDS Research,National Institutes of Health,https://www.grants.gov/search-results-detail/359945,07/08/2025,,forecasted
Advancing Prevention and Treatment of Bacterial STIs in HIV-affected Adolescent and Maternal Populations,National Institutes of Health,https://www.grants.gov/search-results-detail/359948,07/08/2025,,forecasted
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs,National Institutes of Health,https://www.grants.gov/search-results-detail/359949,07/08/2025,,forecasted
National Science Foundation Translation to Practice,U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359966,07/09/2025,09/16/2025,posted
HEAL Commercialization Readiness Pilot (CRP) Program: Embedded Entrepreneurs for Small Businesses in Pain Management (SB1 Clinical Trial Not Allowed),National Institutes of Health,https://www.grants.gov/search-results-detail/345222,01/03/2023,09/05/2025,posted
Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R41/R42 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/350387,09/28/2023,03/13/2026,posted
Miniaturization and Automation of Tissue Chip Systems (MATChS) (U43/U44 Clinical Trial Not Allowed),National Institutes of Health,https://www.grants.gov/search-results-detail/351096,11/21/2023,02/23/2026,posted
Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R43/R44 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/350388,09/28/2023,03/13/2026,posted
Miniaturization and Automation of Tissue Chip Systems (MATChS) (UT1/UT2 - Clinical Trial Not Allowed),National Institutes of Health,https://www.grants.gov/search-results-detail/351095,11/21/2023,02/23/2026,posted
Annual Engagement Innovation Fund Italy,U.S. Mission to Italy,https://www.grants.gov/search-results-detail/351555,12/19/2023,,forecasted
"Mission Spain Public Diplomacy NOFO Defensa y Yo 5.0, 2024-2025",U.S. Mission to Spain,https://www.grants.gov/search-results-detail/355385,07/23/2024,,forecasted
Sociology,U.S. National Science Foundation,https://www.grants.gov/search-results-detail/45810,03/06/2009,,posted
"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",Air Force -- Research Lab,https://www.grants.gov/search-results-detail/349554,07/26/2023,05/10/2043,posted
CHEERS Open Period 2 - All Technical Areas,Air Force -- Research Lab,https://www.grants.gov/search-results-detail/360262,08/07/2025,09/30/2027,posted
CHEERS Open Period 1 - All Technical Areas,Air Force -- Research Lab,https://www.grants.gov/search-results-detail/360261,08/07/2025,09/30/2027,posted
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity,Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,07/12/2019,07/12/2026,posted
MAGNETIC ACCELERATION GENERATING NEW INNOVATIONS AND TACTICAL OUTCOMES SBIR/STTR (MAGNITO SBIR/STTR),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360356,08/25/2025,09/24/2025,posted
Reliable Ore Characterization with Keystone Sensing SBIR/STTR (ROCKS SBIR/STTR),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360354,08/25/2025,09/25/2025,posted
Partnerships with MCC Program,Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/314279,03/26/2019,03/31/2027,posted
FY25 Naval Air Warfare Center Aircraft Division Office-Wide Broad Agency Announcement,NAVAIR,https://www.grants.gov/search-results-detail/359802,06/27/2025,06/22/2026,posted
Bipartisan Infrastructure Law - Carbon Dioxide Transportation Infrastructure Finance and Innovation (CIFIA) Program: Future Growth Grants (Section 40304),National Energy Technology Laboratory,https://www.grants.gov/search-results-detail/353946,05/02/2024,01/02/2026,posted
UNITED STATES MILITARY ACADEMY Broad Agency Announcement,Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/325932,04/01/2020,03/31/2027,posted
DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH,Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/345241,01/05/2023,01/04/2028,posted
Microsystems Technology Office (MTO) Office-wide,DARPA - Microsystems Technology Office ,https://www.grants.gov/search-results-detail/354134,05/09/2024,10/09/2025,posted
FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,Office of Naval Research,https://www.grants.gov/search-results-detail/356605,10/01/2024,09/30/2025,posted
BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense,Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/349586,07/27/2023,07/31/2028,posted
ARMY APPLICATIONS LAB BROAD AGENCY ANNOUNCEMENT FOR DISRUPTIVE APPLICATIONS,Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/355150,06/26/2024,04/04/2029,posted
Biological Technologies,DARPA - Biological Technologies Office,https://www.grants.gov/search-results-detail/356403,09/11/2024,09/10/2025,posted
Defense Sciences Office (DSO) Office-wide BAA,DARPA - Defense Sciences Office,https://www.grants.gov/search-results-detail/359239,06/03/2025,06/02/2026,posted
