Grant Name,Sponsor,Link,Open Date,Deadline,Status
Notice of Intent to Publish a Funding Opportunity Announcement for Impact of Technology and Digital Media Exposure Usage on Child and Adolescent Development (NOT-HD-25-008),National Institutes of Health,https://www.grants.gov/search-results-detail/359070,06/25/2025,,forecasted
Expeditions in Computing (20-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/324456,02/14/2020,03/31/2027,posted
Centers for Chemical Innovation (23-575),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359954,07/08/2025,11/17/2025,posted
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (FOR-HD-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359949,07/08/2025,,forecasted
"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional) (FOR-LM-25-001)",National Institutes of Health,https://www.grants.gov/search-results-detail/359003,07/22/2025,,forecasted
Thermal Transport Processes (PD-23-1406),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347324,04/05/2023,,posted
Development of Animal Models and Related Biological Materials for Down Syndrome Research (R21 Clinical Trial Not Allowed) (PAR-25-214),National Institutes of Health,https://www.grants.gov/search-results-detail/357388,11/25/2024,01/07/2026,posted
Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering (24-562),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359061,05/21/2025,08/07/2026,posted
Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science (25-542),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360142,07/24/2025,10/03/2025,posted
Foundational Research in Robotics (PD-20-144Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/324369,02/12/2020,,posted
Disability and Rehabilitation Engineering (PD-23-5342),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348795,06/18/2023,,posted
Integrated Data Systems &amp; Services (25-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360371,08/27/2025,12/04/2025,posted
"Bilateral Academic Research Initiative (BARI) Program &ndash; Ministry of Trade, Industry and Energy (MOTIE) (HQ003425NFOEASD05)",Washington Headquarters Services,https://www.grants.gov/search-results-detail/358555,03/13/2025,08/29/2025,posted
Emerging Mathematics in Biology (25-509),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357047,11/08/2024,03/02/2026,posted
